Excell_order,remark,accession_L,segment_L,accession_S,segment_S,IV_passages,host,country,admin1,location,latitude-old,longitude-old,latitude,longitude,is_same,precision,source,reference,comment_1,comment_2,duplicate_excluded,non_suitable_strain_excluded,kept_in_L_aln,kept_in_S_aln
709,,LASV|NGA|2019|IRR_0062|2019-02-12,LASV|NGA|2019|IRR_0062|2019-02-12,LASV|NGA|2019|IRR_0062|2019-02-12,LASV|NGA|2019|IRR_0062|2019-02-12,,Homo_sapiens,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,,Kafetzopoulou et al. unpublished,,,0,0,,
710,,LASV|NGA|2019|IRR_0063|2018-12-31,LASV|NGA|2019|IRR_0063|2018-12-31,LASV|NGA|2019|IRR_0063|2018-12-31,LASV|NGA|2019|IRR_0063|2018-12-31,,Homo_sapiens,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,,Kafetzopoulou et al. unpublished,,,0,0,,
711,,LASV|NGA|2019|IRR_0064|2019-01-03,LASV|NGA|2019|IRR_0064|2019-01-03,LASV|NGA|2019|IRR_0064|2019-01-03,LASV|NGA|2019|IRR_0064|2019-01-03,,Homo_sapiens,NGA,Edo,Ubiaja,6.659722,6.382222,6.659722,6.382222,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
712,,LASV|NGA|2019|IRR_0065|2019-01-02,LASV|NGA|2019|IRR_0065|2019-01-02,LASV|NGA|2019|IRR_0065|2019-01-02,LASV|NGA|2019|IRR_0065|2019-01-02,,Homo_sapiens,NGA,Ondo,Okeluse,6.784077,5.589279,6.784077,5.589279,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
713,,,,LASV|NGA|2019|IRR_0066|2019-01-14,LASV|NGA|2019|IRR_0066|2019-01-14,,Homo_sapiens,NGA,Edo,Sobe,6.850844,5.777564,6.850844,5.777564,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
714,,LASV|NGA|2019|IRR_0067|2019-02-08,LASV|NGA|2019|IRR_0067|2019-02-08,LASV|NGA|2019|IRR_0067|2019-02-08,LASV|NGA|2019|IRR_0067|2019-02-08,,Homo_sapiens,NGA,Edo,Auchi,7.066667,6.266667,7.066667,6.266667,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
715,,LASV|NGA|2019|IRR_0068|2019-01-08,LASV|NGA|2019|IRR_0068|2019-01-08,LASV|NGA|2019|IRR_0068|2019-01-08,LASV|NGA|2019|IRR_0068|2019-01-08,,Homo_sapiens,NGA,Edo,Sobe,6.850844,5.777564,6.850844,5.777564,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
716,,LASV|NGA|2019|IRR_0070|2019-02-08,LASV|NGA|2019|IRR_0070|2019-02-08,LASV|NGA|2019|IRR_0070|2019-02-08,LASV|NGA|2019|IRR_0070|2019-02-08,,Homo_sapiens,NGA,Benue,Gboko,7.336619,9.002272,7.336619,9.002272,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
717,,LASV|NGA|2019|IRR_0071|2019-01-07,LASV|NGA|2019|IRR_0071|2019-01-07,LASV|NGA|2019|IRR_0071|2019-01-07,LASV|NGA|2019|IRR_0071|2019-01-07,,Homo_sapiens,NGA,Edo,Ekpoma,6.75,6.133333,6.75,6.133333,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
718,,,,LASV|NGA|2019|IRR_0072|2019-01-25,LASV|NGA|2019|IRR_0072|2019-01-25,,Homo_sapiens,NGA,Edo,Ekpoma,6.75,6.133333,6.75,6.133333,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
719,,LASV|NGA|2019|IRR_0073|2019-01-21,LASV|NGA|2019|IRR_0073|2019-01-21,LASV|NGA|2019|IRR_0073|2019-01-21,LASV|NGA|2019|IRR_0073|2019-01-21,,Homo_sapiens,NGA,Edo,Auchi,7.066667,6.266667,7.066667,6.266667,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
720,,LASV|NGA|2019|IRR_0074|2019-01-31,LASV|NGA|2019|IRR_0074|2019-01-31,LASV|NGA|2019|IRR_0074|2019-01-31,LASV|NGA|2019|IRR_0074|2019-01-31,,Homo_sapiens,NGA,Edo,Agbede,6.678119,3.51526,6.678119,3.51526,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
721,,LASV|NGA|2019|IRR_0075|2019-02-15,LASV|NGA|2019|IRR_0075|2019-02-15,LASV|NGA|2019|IRR_0075|2019-02-15,LASV|NGA|2019|IRR_0075|2019-02-15,,Homo_sapiens,NGA,Edo,Auchi,7.066667,6.266667,7.066667,6.266667,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
722,,LASV|NGA|2019|IRR_0076|2019-02-05,LASV|NGA|2019|IRR_0076|2019-02-05,LASV|NGA|2019|IRR_0076|2019-02-05,LASV|NGA|2019|IRR_0076|2019-02-05,,Homo_sapiens,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,,Kafetzopoulou et al. unpublished,,,0,0,,
723,,LASV|NGA|2019|IRR_0077|2019-01-19,LASV|NGA|2019|IRR_0077|2019-01-19,LASV|NGA|2019|IRR_0077|2019-01-19,LASV|NGA|2019|IRR_0077|2019-01-19,,Homo_sapiens,NGA,Edo,Usen,6.733367,5.401827,6.733367,5.401827,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
724,,LASV|NGA|2019|IRR_0078|2019-02-06,LASV|NGA|2019|IRR_0078|2019-02-06,LASV|NGA|2019|IRR_0078|2019-02-06,LASV|NGA|2019|IRR_0078|2019-02-06,,Homo_sapiens,NGA,Ondo,Ugboka,,,,,,admin-2,,Kafetzopoulou et al. unpublished,Location (Ukanu) and admin-2 not found,,0,0,,
725,,LASV|NGA|2019|IRR_0079|2019-02-04,LASV|NGA|2019|IRR_0079|2019-02-04,LASV|NGA|2019|IRR_0079|2019-02-04,LASV|NGA|2019|IRR_0079|2019-02-04,,Homo_sapiens,NGA,Edo,Auchi,7.066667,6.266667,7.066667,6.266667,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
726,,LASV|NGA|2019|IRR_0080|2019-01-17,LASV|NGA|2019|IRR_0080|2019-01-17,LASV|NGA|2019|IRR_0080|2019-01-17,LASV|NGA|2019|IRR_0080|2019-01-17,,Homo_sapiens,NGA,Edo,Uromi,6.712259,6.329005,6.712259,6.329005,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
727,,LASV|NGA|2019|IRR_0081|2019-02-03,LASV|NGA|2019|IRR_0081|2019-02-03,LASV|NGA|2019|IRR_0081|2019-02-03,LASV|NGA|2019|IRR_0081|2019-02-03,,Homo_sapiens,NGA,Edo,Uromi,6.712259,6.329005,6.712259,6.329005,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
728,,LASV|NGA|2019|IRR_0082|2019-01-17,LASV|NGA|2019|IRR_0082|2019-01-17,LASV|NGA|2019|IRR_0082|2019-01-17,LASV|NGA|2019|IRR_0082|2019-01-17,,Homo_sapiens,NGA,Ondo,Ikare Akoko,7.525829,5.762072,7.525829,5.762072,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
729,,LASV|NGA|2019|IRR_0083|2019-01-11,LASV|NGA|2019|IRR_0083|2019-01-11,LASV|NGA|2019|IRR_0083|2019-01-11,LASV|NGA|2019|IRR_0083|2019-01-11,,Homo_sapiens,NGA,Edo,Ekpoma,6.75,6.133333,6.75,6.133333,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
730,,,,LASV|NGA|2019|IRR_0087|2019-01-09,LASV|NGA|2019|IRR_0087|2019-01-09,,Homo_sapiens,NGA,Ondo,Ose,,,,,,admin-2,,Kafetzopoulou et al. unpublished,Location not found: Ijegbe,,0,0,,
731,,LASV|NGA|2019|IRR_0089|2019-01-08,LASV|NGA|2019|IRR_0089|2019-01-08,LASV|NGA|2019|IRR_0089|2019-01-08,LASV|NGA|2019|IRR_0089|2019-01-08,,Homo_sapiens,NGA,Edo,Jattu,7.083333,6.283333,7.083333,6.283333,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
732,,LASV|NGA|2019|IRR_0092|2019-01-25,LASV|NGA|2019|IRR_0092|2019-01-25,LASV|NGA|2019|IRR_0092|2019-01-25,LASV|NGA|2019|IRR_0092|2019-01-25,,Homo_sapiens,NGA,Edo,Afuze,6.94089,5.984769,6.94089,5.984769,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
733,,LASV|NGA|2019|IRR_0093|2019-02-15,LASV|NGA|2019|IRR_0093|2019-02-15,LASV|NGA|2019|IRR_0093|2019-02-15,LASV|NGA|2019|IRR_0093|2019-02-15,,Homo_sapiens,NGA,Edo,Esan Central,,,,,,admin-2,,Kafetzopoulou et al. unpublished,,,0,0,,
734,,LASV|NGA|2019|IRR_0094|2019-02-18,LASV|NGA|2019|IRR_0094|2019-02-18,LASV|NGA|2019|IRR_0094|2019-02-18,LASV|NGA|2019|IRR_0094|2019-02-18,,Homo_sapiens,NGA,Ebonyi,Afikpo,5.889345,7.953555,5.889345,7.953555,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
735,,LASV|NGA|2019|IRR_0096|2019-02-26,LASV|NGA|2019|IRR_0096|2019-02-26,LASV|NGA|2019|IRR_0096|2019-02-26,LASV|NGA|2019|IRR_0096|2019-02-26,,Homo_sapiens,NGA,Edo,Ovia North East,,,,,,admin-2,,Kafetzopoulou et al. unpublished,,,0,0,,
736,,LASV|NGA|2019|IRR_0097|2019-02-24,LASV|NGA|2019|IRR_0097|2019-02-24,LASV|NGA|2019|IRR_0097|2019-02-24,LASV|NGA|2019|IRR_0097|2019-02-24,,Homo_sapiens,NGA,Ondo,Ondo,7.088923,4.799094,7.088923,4.799094,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
737,,LASV|NGA|2019|IRR_0098|2019-03-03,LASV|NGA|2019|IRR_0098|2019-03-03,LASV|NGA|2019|IRR_0098|2019-03-03,LASV|NGA|2019|IRR_0098|2019-03-03,,Homo_sapiens,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,,Kafetzopoulou et al. unpublished,,,0,0,,
738,,LASV|NGA|2019|IRR_0099|2019-03-01,LASV|NGA|2019|IRR_0099|2019-03-01,LASV|NGA|2019|IRR_0099|2019-03-01,LASV|NGA|2019|IRR_0099|2019-03-01,,Homo_sapiens,NGA,Kogi,Ekirin-Ade,7.839884,5.857344,7.839884,5.857344,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
739,,LASV|NGA|2019|IRR_0100|2019-03-03,LASV|NGA|2019|IRR_0100|2019-03-03,LASV|NGA|2019|IRR_0100|2019-03-03,LASV|NGA|2019|IRR_0100|2019-03-03,,Homo_sapiens,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,,Kafetzopoulou et al. unpublished,,,0,0,,
740,,LASV|NGA|2019|IRR_0101|2019-02-28,LASV|NGA|2019|IRR_0101|2019-02-28,LASV|NGA|2019|IRR_0101|2019-02-28,LASV|NGA|2019|IRR_0101|2019-02-28,,Homo_sapiens,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,,Kafetzopoulou et al. unpublished,,,0,0,,
741,,LASV|NGA|2019|IRR_0102|2019-02-28,LASV|NGA|2019|IRR_0102|2019-02-28,LASV|NGA|2019|IRR_0102|2019-02-28,LASV|NGA|2019|IRR_0102|2019-02-28,,Homo_sapiens,NGA,Delta,Asaba,6.197842,6.728467,6.197842,6.728467,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
742,,LASV|NGA|2019|IRR_0103|2019-02-28,LASV|NGA|2019|IRR_0103|2019-02-28,LASV|NGA|2019|IRR_0103|2019-02-28,LASV|NGA|2019|IRR_0103|2019-02-28,,Homo_sapiens,NGA,Edo,Jattu,7.083333,6.283333,7.083333,6.283333,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
743,,LASV|NGA|2019|IRR_0105|2019-02-26,LASV|NGA|2019|IRR_0105|2019-02-26,LASV|NGA|2019|IRR_0105|2019-02-26,LASV|NGA|2019|IRR_0105|2019-02-26,,Homo_sapiens,NGA,Edo,Auchi,7.066667,6.266667,7.066667,6.266667,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
744,,LASV|NGA|2019|IRR_0106|2019-02-28,LASV|NGA|2019|IRR_0106|2019-02-28,LASV|NGA|2019|IRR_0106|2019-02-28,LASV|NGA|2019|IRR_0106|2019-02-28,,Homo_sapiens,NGA,Ondo,Ute,6.849914,5.600172,6.849914,5.600172,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
745,,LASV|NGA|2019|IRR_0107|2019-02-26,LASV|NGA|2019|IRR_0107|2019-02-26,LASV|NGA|2019|IRR_0107|2019-02-26,LASV|NGA|2019|IRR_0107|2019-02-26,,Homo_sapiens,NGA,Edo,Jattu,7.083333,6.283333,7.083333,6.283333,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
746,,,,LASV|NGA|2019|IRR_0109|2019-03-03,LASV|NGA|2019|IRR_0109|2019-03-03,,Homo_sapiens,NGA,Edo,Jattu,7.083333,6.283333,7.083333,6.283333,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
747,,LASV|NGA|2019|IRR_0112|2019-03-05,LASV|NGA|2019|IRR_0112|2019-03-05,LASV|NGA|2019|IRR_0112|2019-03-05,LASV|NGA|2019|IRR_0112|2019-03-05,,Homo_sapiens,NGA,Edo,Auchi,7.066667,6.266667,7.066667,6.266667,,city_Wikipedia,,Kafetzopoulou et al. unpublished,,,0,0,,
748,,LASV|NGA|2019|IRR_0113|2019-03-06,LASV|NGA|2019|IRR_0113|2019-03-06,LASV|NGA|2019|IRR_0113|2019-03-06,LASV|NGA|2019|IRR_0113|2019-03-06,,Homo_sapiens,NGA,Ondo,Owo,7.19744,5.58653,7.19744,5.58653,,city_latlong.net,,Kafetzopoulou et al. unpublished,,,0,0,,
749,,LASV|NGA|2019|IRR_0114|2019-03-07,LASV|NGA|2019|IRR_0114|2019-03-07,LASV|NGA|2019|IRR_0114|2019-03-07,LASV|NGA|2019|IRR_0114|2019-03-07,,Homo_sapiens,NGA,Edo,Uromi,6.712259,6.329005,6.712259,6.329005,,city_GoogleMap,,Kafetzopoulou et al. unpublished,,,0,0,,
750,S < 500 nt,,,MF317933,MF317933|Nig15-00312|Human|NIG|2015-12,0,Homo_sapiens,NGA,,,,,,,NO,country,,Omilabu et al. Unpublished,,,0,0,,0
751,S < 500 nt,,,MF317934,MF317934|Nig15-00412|Human|NIG|2015-12,0,Homo_sapiens,NGA,,,,,,,NO,country,,Omilabu et al. Unpublished,,,0,0,,0
752,S < 500 nt,,,MF317935,MF317935|Nig16-01501|Human|NIG|2016-01,0,Homo_sapiens,NGA,,,,,,,NO,country,,Omilabu et al. Unpublished,,,0,0,,0
753,S < 500 nt,,,MF317936,MF317936|Nig16-03501|Human|NIG|2016-01,0,Homo_sapiens,NGA,,,,,,,NO,country,,Omilabu et al. Unpublished,,,0,0,,0
754,S < 500 nt,,,MF317937,MF317937|Nig16-03601|Human|NIG|2016-01,0,Homo_sapiens,NGA,,,,,,,NO,country,,Omilabu et al. Unpublished,,,0,0,,0
755,S < 500 nt,,,MF317938,MF317938|Nig16-04301|Human|NIG|2016-01,0,Homo_sapiens,NGA,,,,,,,NO,country,,Omilabu et al. Unpublished,,,0,0,,0
756,S < 500 nt,,,MF317939,MF317939|Nig16-05601|Human|NIG|2016-01,0,Homo_sapiens,NGA,,,,,,,NO,country,,Omilabu et al. Unpublished,,,0,0,,0
757,S < 500 nt,,,MF317940,MF317940|Nig16-05701|Human|NIG|2016-01,0,Homo_sapiens,NGA,,,,,,,NO,country,,Omilabu et al. Unpublished,,,0,0,,0
758,S < 500 nt,,,MF317941,MF317941|Nig16-06001|Human|NIG|2016-01,0,Homo_sapiens,NGA,,,,,,,NO,country,,Omilabu et al. Unpublished,,,0,0,,0
759,S < 500 nt,,,MF317942,MF317942|Nig16-07201|Human|NIG|2016-01,0,Homo_sapiens,NGA,,,,,,,NO,country,,Omilabu et al. Unpublished,,,0,0,,0
760,S < 500 nt,,,MF317943,MF317943|Nig16-07301|Human|NIG|2016-01,0,Homo_sapiens,NGA,,,,,,,NO,country,,Omilabu et al. Unpublished,,,0,0,,0
761,S < 500 nt,,,MF317944,MF317944|Nig16-14101|Human|NIG|2016-01,0,Homo_sapiens,NGA,,,,,,,NO,country,,Omilabu et al. Unpublished,,,0,0,,0
762,S < 500 nt,,,MF317945,MF317945|Nig16-00101|Human|NIG|2016-01,0,Homo_sapiens,NGA,,,,,,,NO,country,,Omilabu et al. Unpublished,,,0,0,,0
763,S < 500 nt,,,MF317946,MF317946|Nig16-00201|Human|NIG|2016-01,0,Homo_sapiens,NGA,,,,,,,NO,country,,Omilabu et al. Unpublished,,,0,0,,0
764,,MG812634,MG812634|807876|Human|Nigeria|1981,MG812635,MG812635|807876|Human|Nigeria|1981,1_or_0,,NGA,,,,,,,,country,,Welch et al. unpublished,,,0,0,,
765,,MG812640,MG812640|806593|Human|Nigeria|1989,MG812641,MG812641|806593|Human|Nigeria|1989,1_or_0,,NGA,,,,,,,,country,,Welch et al. unpublished,,,0,0,,
766,,MG812674,MG812674|812285|Human|Nigeria|1976,MG812675,MG812675|812285|Human|Nigeria|1976,1_or_0,,NGA,,,,,,,,country,,Welch et al. unpublished,,,0,0,,
767,,MG812680,MG812680|810801|Human|Nigeria|1974,MG812681,MG812681|810801|Human|Nigeria|1974,1_or_0,,NGA,,,,,,,,country,,Welch et al. unpublished,,,0,0,,
768,,MH053477,MH053477|ISTH_0917|Human|Nigeria|2016-03-13,MH053463,MH053463|ISTH_0917|Human|Nigeria|2016-03-13,0,,NGA,Nasarawa,,,,,,,admin-1,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
769,,MH053466,MH053466|ISTH_1546|Human|Nigeria|2016-10-16,MH053468,MH053468|ISTH_1546|Human|Nigeria|2016-10-16,0,,NGA,Bauchi,,,,,,,admin-1,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
770,,MH053481,MH053481|ISTH_0419|Human|Nigeria|2016-01-28,MH053470,MH053470|ISTH_0419|Human|Nigeria|2016-01-28,0,,NGA,Bauchi,,,,,,,admin-1,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
771,,MH053469,MH053469|ISTH_1604|Human|Nigeria|2016-11-05,MH053472,MH053472|ISTH_1604|Human|Nigeria|2016-11-05,0,,NGA,Nasarawa,,,,,,,admin-1,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
772,,MH053479,MH053479|ISTH_0621|Human|Nigeria|2016-02-12,MH053474,MH053474|ISTH_0621|Human|Nigeria|2016-02-12,0,,NGA,Bauchi,,,,,,,admin-1,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
773,,MH053464,MH053464|ISTH_0831|Human|Nigeria|2015-12-30,MH053475,MH053475|ISTH_0831|Human|Nigeria|2015-12-30,0,,NGA,Nasarawa,,,,,,,admin-1,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
774,,MH053473,MH053473|ISTH_0717|Human|Nigeria|2016-02-23,MH053476,MH053476|ISTH_0717|Human|Nigeria|2016-02-23,0,,NGA,Kaduna,,,,,,,admin-1,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
775,,MH053471,MH053471|ISTH_0187|Human|Nigeria|2016-01-17,MH053478,MH053478|ISTH_0187|Human|Nigeria|2016-01-17,0,,NGA,Plateau,,,,,,,admin-1,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
776,,MH053467,MH053467|ISTH_0789|Human|Nigeria|2015-12-15,MH053480,MH053480|ISTH_0789|Human|Nigeria|2015-12-15,0,,NGA,Bauchi,,,,,,,admin-1,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
777,,MH053465,MH053465|ISTH_1541|Human|Nigeria|2016-10-13,MH053482,MH053482|ISTH_1541|Human|Nigeria|2016-10-13,0,,NGA,Bauchi,,,,,,,admin-1,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
778,,MH053525,MH053525|ISTH_1174|Human|Nigeria|2016-04-29,MH053483,MH053483|ISTH_1174|Human|Nigeria|2016-04-29,0,,NGA,Edo,OviaNort,,,,,,admin-2,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
779,,MH053550,MH053550|ISTH_0702|Human|Nigeria|2016-02-23,MH053484,MH053484|ISTH_0702|Human|Nigeria|2016-02-23,0,,NGA,Ondo,,,,,,,admin-1,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
780,,MH053534,MH053534|ISTH_0447|Human|Nigeria|2016-02-02,MH053485,MH053485|ISTH_0447|Human|Nigeria|2016-02-02,0,,NGA,Edo,EtsakoWe,,,,,,admin-2,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
781,,MH053520,MH053520|ISTH_1568|Human|Nigeria|2016-10-27,MH053487,MH053487|ISTH_1568|Human|Nigeria|2016-10-27,0,,NGA,Edo,EtsakoWe,,,,,,admin-2,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
782,,MH053587,MH053587|ISTH_1250|Human|Nigeria|2016-05-18,MH053488,MH053488|ISTH_1250|Human|Nigeria|2016-05-18,0,,NGA,Edo,EsanNort,,,,,,admin-2,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
783,,MH053541,MH053541|ISTH_0314|Human|Nigeria|2016-01-23,MH053490,MH053490|ISTH_0314|Human|Nigeria|2016-01-23,0,,NGA,Ondo,,,,,,,admin-1,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
784,,MH053521,MH053521|ISTH_0017|Human|Nigeria|2016-01-04,MH053491,MH053491|ISTH_0017|Human|Nigeria|2016-01-04,0,,NGA,Edo,EtsakoWe,,,,,,admin-2,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
785,,MH053549,MH053549|ISTH_0176|Human|Nigeria|2016-01-17,MH053493,MH053493|ISTH_0176|Human|Nigeria|2016-01-17,0,,NGA,Ondo,,,,,,,admin-1,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
786,,MH053569,MH053569|ISTH_0009|Human|Nigeria|2016-01-02,MH053497,MH053497|ISTH_0009|Human|Nigeria|2016-01-02,0,,NGA,Edo,EtsakoWe,,,,,,admin-2,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
787,,MH053508,MH053508|ISTH_0736|Human|Nigeria|2015-11-27,MH053498,MH053498|ISTH_0736|Human|Nigeria|2015-11-27,0,,NGA,Delta,,,,,,,admin-1,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
788,,MH053548,MH053548|ISTH_1311|Human|Nigeria|2016-06-10,MH053501,MH053501|ISTH_1311|Human|Nigeria|2016-06-10,0,,NGA,Ebonyi,,,,,,,admin-1,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
789,,MH053499,MH053499|ISTH_1423|Human|Nigeria|2016-08-16,MH053502,MH053502|ISTH_1423|Human|Nigeria|2016-08-16,0,,NGA,Anambra,,,,,,,admin-1,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
790,,MH053505,MH053505|ISTH_1496|Human|Nigeria|2016-09-21,MH053506,MH053506|ISTH_1496|Human|Nigeria|2016-09-21,0,,NGA,Edo,EsanCent,,,,,,admin-2,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
791,,MH053496,MH053496|ISTH_0687|Human|Nigeria|2015-11-10,MH053511,MH053511|ISTH_0687|Human|Nigeria|2015-11-10,0,,NGA,Edo,EtsakoWe,,,,,,admin-2,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
792,,MH053492,MH053492|ISTH_0547|Human|Nigeria|2015-09-14,MH053513,MH053513|ISTH_0547|Human|Nigeria|2015-09-14,0,,NGA,Edo,EtsakoWe,,,,,,admin-2,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
793,,MH053504,MH053504|ISTH_0610|Human|Nigeria|2016-02-15,MH053514,MH053514|ISTH_0610|Human|Nigeria|2016-02-15,0,,NGA,Edo,EsanNort,,,,,,admin-2,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
794,,MH053503,MH053503|ISTH_1462|Human|Nigeria|2016-09-04,MH053518,MH053518|ISTH_1462|Human|Nigeria|2016-09-04,0,,NGA,Ondo,,,,,,,admin-1,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
795,,MH053579,MH053579|ISTH_1026|Human|Nigeria|2016-04-04,MH053522,MH053522|ISTH_1026|Human|Nigeria|2016-04-04,0,,NGA,Edo,EsanWest,,,,,,admin-2,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
796,,MH053510,MH053510|ISTH_0031|Human|NIG|2016-01-06,MH053523,MH053523|ISTH_0031|Human|NIG|2016-01-06,0,Homo_sapiens,NGA,,,,,,,NO,country,,Odia et al. unpublished,,,0,0,,
797,,MH053546,MH053546|ISTH_0759|Human|Nigeria|2016-02-28,MH053526,MH053526|ISTH_0759|Human|Nigeria|2016-02-28,0,,NGA,Edo,EsanNort,,,,,,admin-2,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
798,,MH053558,MH053558|ISTH_0543|Human|Nigeria|2016-02-08,MH053527,MH053527|ISTH_0543|Human|Nigeria|2016-02-08,0,,NGA,Ebonyi,,,,,,,admin-1,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
799,,MH053515,MH053515|ISTH_0703|Human|Nigeria|2016-02-24,MH053528,MH053528|ISTH_0703|Human|Nigeria|2016-02-24,0,,NGA,Ondo,,,,,,,admin-1,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
800,,MH053494,MH053494|ISTH_1207|Human|Nigeria|2016-05-03,MH053531,MH053531|ISTH_1207|Human|Nigeria|2016-05-03,0,,NGA,Ondo,,,,,,,admin-1,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
801,,MH053489,MH053489|ISTH_1069|Human|Nigeria|2016-04-13,MH053533,MH053533|ISTH_1069|Human|Nigeria|2016-04-13,0,,NGA,Edo,EsanWest,,,,,,admin-2,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
802,,MH053500,MH053500|ISTH_1610|Human|Nigeria|2016-11-07,MH053536,MH053536|ISTH_1610|Human|Nigeria|2016-11-07,0,,NGA,Edo,EsanSout,,,,,,admin-2,10.1056/NEJMoa1804498,Siddle et al. 2018. N. Engl. J. Med.,,,0,0,,
